customer_id,age,gender,annual_income,last_visited_days_ago,session_duration,pages_visited,device,purchase
8552,58,male,58458,26,20,9,tablet,0
8553,62,nan,124122,18,31,20,mobile,1
8554,67,female,118538,8,19,14,desktop,0
8555,32,male,154212,20,52,6,mobile,1
8556,,male,131201,25,22,20,tablet,1
8557,59,female,168455,9,21,4,mobile,1
8558,,female,168790,3,18,12,mobile,0
8559,29,female,107008,21,32,3,tablet,0
8560,,male,172935,,47,3,tablet,0
8561,22,female,31377,,34,17,tablet,1
8562,51,female,,30,51,6,mobile,0
8563,59,female,144403,5,27,15,mobile,0
8564,18,female,,25,38,11,mobile,0
8565,56,female,77487,7,44,18,desktop,1
8566,49,female,170372,15,30,3,desktop,0
8567,43,male,87639,,33,17,tablet,1
8568,34,female,110731,27,27,,desktop,1
8569,65,male,,,55,6,tablet,0
8570,44,male,123429,5,56,5,mobile,0
8571,41,nan,194052,16,23,10,tablet,0
8572,52,nan,183122,28,43,2,mobile,0
8573,63,male,,0,19,15,tablet,0
8574,59,male,150904,29,54,11,desktop,0
8575,56,female,,18,31,14,mobile,0
8576,,male,105293,17,4,14,mobile,1
8577,66,male,50328,16,53,3,mobile,0
8578,55,male,43138,16,19,16,desktop,0
8579,40,male,,27,53,14,desktop,0
8580,39,female,,11,38,10,desktop,0
8581,21,female,,11,40,8,mobile,1
8582,66,male,63819,5,60,12,tablet,0
8583,26,female,108627,6,22,5,tablet,1
8584,21,female,25312,30,9,13,desktop,0
8585,24,male,45973,7,31,12,tablet,1
8586,40,female,122126,2,10,3,mobile,1
8587,19,female,180045,16,10,17,mobile,0
8588,66,male,64390,20,30,20,desktop,0
8589,41,male,167171,7,10,5,desktop,0
8590,57,female,69956,27,58,6,tablet,1
8591,48,female,119379,26,36,,tablet,1
8592,64,female,,29,,,tablet,0
8593,48,nan,114306,10,44,13,desktop,0
8594,64,male,113196,19,57,15,desktop,1
8595,57,male,29605,17,,,desktop,0
8596,,male,116185,15,48,11,mobile,0
8597,68,male,122756,24,19,16,tablet,0
8598,60,male,,27,43,18,desktop,1
8599,51,female,92964,12,23,2,desktop,1
8600,41,female,166889,8,4,10,desktop,0
8601,66,male,22420,18,12,13,tablet,0
8602,43,male,104448,,,8,tablet,0
8603,33,male,109897,28,49,7,mobile,0
8604,64,female,47728,16,24,16,mobile,0
8605,30,nan,144826,7,13,17,mobile,0
8606,,female,77858,7,60,9,mobile,1
8607,44,nan,126716,28,4,8,desktop,0
8608,,male,180036,2,27,20,mobile,0
8609,33,male,96992,15,38,5,desktop,0
8610,47,male,119259,11,39,5,desktop,0
8611,61,male,136185,14,8,13,tablet,0
8612,47,female,193312,20,26,16,desktop,0
8613,53,male,120282,3,34,11,tablet,0
8614,20,female,163747,22,9,15,mobile,0
8615,39,female,,26,10,17,mobile,0
8616,66,female,80049,6,51,15,tablet,0
8617,39,female,199508,,1,12,tablet,0
8618,67,female,60213,23,,4,mobile,0
8619,,male,,4,50,4,desktop,0
8620,66,male,24284,12,8,16,desktop,0
8621,,male,37585,10,10,15,tablet,0
8622,38,nan,115131,4,54,8,desktop,0
8623,21,nan,27131,7,43,20,desktop,0
8624,48,female,63382,20,49,8,mobile,0
8625,61,female,,28,59,11,tablet,0
8626,48,female,182008,29,25,17,mobile,0
8627,40,female,107081,,31,3,desktop,0
8628,70,male,73441,16,39,7,desktop,0
8629,37,female,99220,10,,12,mobile,0
8630,32,nan,171714,18,59,,desktop,1
8631,40,male,32651,17,,11,desktop,1
8632,45,nan,152737,27,39,,mobile,1
8633,33,male,26918,9,38,6,desktop,0
8634,54,nan,,4,35,14,mobile,0
8635,38,male,45035,28,8,17,tablet,0
8636,32,female,109352,23,1,3,desktop,0
8637,,male,,30,5,4,desktop,0
8638,67,male,134049,24,56,1,mobile,1
8639,54,nan,108148,,,,tablet,0
8640,30,male,42211,0,27,14,desktop,1
8641,36,female,46866,16,45,7,desktop,0
8642,47,female,27344,16,26,7,tablet,0
8643,62,male,88737,0,43,1,desktop,0
8644,35,female,,24,,2,mobile,0
8645,31,female,82546,0,54,3,tablet,0
8646,53,male,127879,22,26,18,tablet,0
8647,53,male,30327,,11,11,desktop,0
8648,37,male,199731,8,34,12,tablet,1
8649,69,nan,196869,26,41,14,tablet,1
8650,36,female,47608,24,2,,tablet,1
8651,62,male,179357,3,21,10,desktop,1
8652,61,male,,8,,13,tablet,0
8653,,male,136209,13,26,,desktop,1
8654,61,female,199706,14,12,9,tablet,0
8655,70,female,191361,15,9,2,mobile,0
8656,21,nan,38007,15,41,8,tablet,0
8657,51,female,45257,12,23,7,tablet,0
8658,19,female,105054,13,42,9,tablet,1
8659,22,nan,49784,,5,13,mobile,0
8660,27,female,189660,20,9,7,tablet,1
8661,49,female,64221,8,,,mobile,1
8662,59,female,41378,30,50,1,mobile,0
8663,,male,24696,22,10,2,mobile,0
8664,30,male,113531,8,49,17,desktop,0
8665,56,female,,20,58,10,desktop,0
8666,22,male,146489,3,10,15,mobile,0
8667,27,female,78543,9,14,16,desktop,1
8668,27,nan,170279,,36,13,mobile,0
8669,55,male,178596,20,10,8,desktop,0
8670,44,female,179626,,56,9,desktop,0
8671,68,male,31817,18,54,1,tablet,1
8672,38,female,75258,15,50,4,desktop,0
8673,25,female,151240,15,37,18,desktop,1
8674,18,female,142475,16,41,1,tablet,0
8675,45,nan,194053,17,38,3,mobile,0
8676,66,male,85199,9,48,10,tablet,0
8677,56,female,84948,20,22,2,desktop,0
8678,31,female,77782,18,23,18,desktop,0
8679,38,male,100759,21,16,2,mobile,1
8680,47,female,81599,14,11,13,desktop,1
8681,38,male,36291,14,53,9,tablet,0
8682,66,male,128945,10,47,2,mobile,0
8683,26,male,107057,7,51,2,tablet,1
8684,34,female,110251,21,35,5,desktop,1
8685,22,female,107154,,48,14,mobile,0
8686,48,male,114535,,53,3,desktop,0
8687,69,female,,8,20,14,desktop,0
8688,57,female,190422,14,,1,tablet,0
8689,55,nan,21573,21,41,9,desktop,0
8690,,male,28577,29,5,16,tablet,1
8691,36,female,159784,4,36,17,desktop,0
8692,53,male,,19,,8,tablet,0
8693,67,female,97700,1,52,15,tablet,0
8694,50,male,25217,21,17,8,mobile,1
8695,30,male,80178,15,26,7,mobile,1
8696,,female,105062,17,52,,desktop,1
8697,50,female,116806,15,44,2,desktop,1
8698,46,female,177481,4,,10,mobile,1
8699,60,female,129657,0,57,5,tablet,1
8700,66,female,87035,18,59,16,tablet,0
8701,53,male,113075,9,20,1,mobile,0
8702,61,male,160741,,39,6,mobile,1
8703,27,female,179634,28,33,10,desktop,1
8704,48,male,41629,12,30,10,tablet,0
8705,,female,,22,16,19,mobile,0
8706,18,male,66007,23,7,13,tablet,0
8707,24,male,169200,22,30,19,tablet,0
8708,44,female,22039,,2,3,mobile,0
8709,38,female,126615,,12,13,tablet,0
8710,45,female,23857,14,43,4,desktop,0
8711,33,male,111432,1,40,8,mobile,1
8712,63,female,100977,5,1,12,tablet,1
8713,40,nan,32735,20,58,17,mobile,0
8714,69,female,,10,3,1,mobile,1
8715,37,female,66051,14,8,,tablet,0
8716,55,female,144822,8,26,9,desktop,0
8717,42,female,72693,11,40,1,mobile,1
8718,45,male,127942,25,11,19,tablet,1
8719,22,male,89152,26,21,17,mobile,0
8720,38,male,100919,3,5,5,mobile,1
8721,35,male,49756,27,,15,tablet,1
8722,64,female,154966,22,26,20,desktop,0
8723,23,female,136412,26,21,12,tablet,0
8724,46,male,124531,23,9,4,mobile,1
8725,,male,194304,13,17,15,desktop,1
8726,50,male,,21,37,3,desktop,0
8727,18,female,89817,2,,14,desktop,0
8728,62,nan,83862,26,51,4,desktop,1
8729,20,female,181108,20,2,19,mobile,0
8730,59,nan,169656,16,51,6,tablet,0
8731,38,male,183380,29,55,17,tablet,0
8732,52,male,133084,12,47,18,desktop,0
8733,,male,48333,7,40,8,desktop,0
8734,57,male,187021,11,28,19,tablet,0
8735,,female,144361,11,56,20,desktop,0
8736,42,female,117330,11,27,,tablet,0
8737,62,female,59288,26,40,17,tablet,0
8738,55,female,,1,1,19,desktop,0
8739,62,nan,135784,28,46,,tablet,0
8740,,male,196339,9,,11,tablet,1
8741,69,female,52175,,39,10,tablet,0
8742,61,male,28915,8,18,16,desktop,1
8743,,female,101658,0,27,5,mobile,0
8744,51,male,129735,,47,17,mobile,1
8745,38,male,92454,3,10,,mobile,1
8746,65,nan,115973,,36,8,mobile,1
8747,40,male,131342,13,21,10,mobile,0
8748,23,male,33805,15,28,8,desktop,0
8749,,male,191589,24,,,desktop,0
8750,70,female,74716,17,14,12,mobile,1
8751,30,male,153943,1,20,4,mobile,0
8752,66,male,122793,5,52,18,tablet,1
8753,40,female,57375,2,57,,tablet,0
8754,26,male,196813,19,9,4,tablet,0
8755,34,female,130415,18,45,2,mobile,0
8756,19,female,174220,12,27,7,mobile,0
8757,36,male,25834,16,,18,desktop,0
8758,,male,62680,13,49,2,tablet,0
8759,24,nan,148802,29,56,2,tablet,0
8760,59,male,23399,21,52,10,desktop,1
8761,59,female,,,4,3,desktop,0
8762,37,male,,15,37,19,desktop,0
8763,26,female,96493,10,,2,tablet,0
8764,34,male,,28,31,3,desktop,1
8765,44,male,179412,17,49,9,mobile,0
8766,64,female,146766,1,53,,mobile,0
8767,19,female,112674,,39,11,mobile,0
8768,53,female,101344,20,10,3,desktop,0
8769,36,female,,7,9,5,tablet,1
8770,34,male,31809,13,28,12,tablet,1
8771,22,female,168768,1,28,,desktop,0
8772,56,female,150306,12,13,17,desktop,0
8773,35,male,172963,9,18,16,tablet,0
8774,70,male,79151,7,,,mobile,1
8775,24,female,104661,6,8,15,mobile,0
8776,34,male,76632,12,23,13,tablet,0
8777,56,female,139847,25,50,,desktop,0
8778,53,male,,29,5,17,mobile,0
8779,,female,133459,23,7,1,mobile,0
8780,62,male,91889,26,,10,mobile,1
8781,21,nan,104239,18,3,4,desktop,0
8782,55,female,121511,23,18,10,desktop,0
8783,42,male,77942,14,38,12,mobile,1
8784,22,male,29275,21,26,,desktop,0
8785,47,female,39965,,38,1,tablet,0
8786,29,female,117955,21,59,19,desktop,0
8787,21,male,,4,52,1,tablet,1
8788,41,male,186926,18,,19,mobile,0
8789,46,male,,0,21,4,mobile,1
8790,26,male,109086,6,17,13,tablet,1
8791,,male,46878,17,43,,mobile,0
8792,68,male,145664,0,59,,mobile,1
8793,41,male,168177,0,56,3,mobile,0
8794,31,male,133174,6,2,19,desktop,0
8795,22,male,84746,27,25,11,desktop,0
8796,35,female,119458,16,41,9,tablet,0
8797,59,male,148684,24,19,6,tablet,0
8798,36,male,,5,38,4,desktop,0
8799,29,female,52784,19,25,5,mobile,0
8800,35,female,182673,11,,9,desktop,0
8801,34,female,59865,19,4,1,mobile,0
8802,47,female,117081,14,3,15,tablet,1
8803,41,female,,12,34,,tablet,1
8804,28,female,169688,11,42,1,tablet,1
8805,,male,31654,29,10,17,desktop,0
8806,40,female,37830,20,49,15,desktop,0
8807,34,female,167277,1,27,14,mobile,0
8808,18,female,62425,20,48,9,tablet,0
8809,,male,97355,17,26,4,mobile,0
8810,,female,186923,27,27,9,mobile,1
8811,,male,128039,3,1,5,desktop,0
8812,32,female,158024,9,44,3,desktop,1
8813,45,female,,,20,18,mobile,0
8814,41,male,25391,29,52,9,mobile,1
8815,52,male,,20,25,4,mobile,1
8816,39,female,50237,5,10,,desktop,0
8817,44,male,133268,5,1,1,mobile,1
8818,36,male,78353,8,16,16,desktop,0
8819,62,female,94500,19,11,6,tablet,1
8820,29,female,191754,12,,,tablet,1
8821,37,female,,29,35,14,mobile,0
8822,18,male,46968,,,5,desktop,0
8823,,female,191277,5,13,11,tablet,0
8824,66,nan,193613,3,21,1,desktop,0
8825,62,nan,145401,5,15,20,desktop,0
8826,18,nan,48285,17,57,10,tablet,0
8827,27,female,123507,27,10,1,mobile,0
8828,64,male,35430,12,38,4,mobile,0
8829,49,female,160105,22,11,8,tablet,1
8830,56,nan,170990,2,57,1,desktop,1
8831,,female,38256,29,,8,mobile,0
8832,,nan,,,33,14,desktop,0
8833,65,male,141946,3,,17,tablet,1
8834,63,male,51188,24,36,9,mobile,0
8835,,male,75134,30,30,6,mobile,0
8836,44,female,72657,14,58,1,mobile,0
8837,45,male,56088,11,10,9,tablet,0
8838,35,female,166051,14,54,,tablet,0
8839,56,male,70106,28,58,14,tablet,0
8840,66,male,152667,20,15,11,desktop,1
8841,46,female,183696,24,29,8,desktop,0
8842,35,male,87824,25,1,12,desktop,0
8843,61,male,125149,28,58,,mobile,0
8844,25,nan,191503,25,21,17,mobile,0
8845,48,male,114547,,15,11,mobile,1
8846,51,female,141624,11,,10,tablet,0
8847,24,nan,168199,25,,8,tablet,0
8848,53,male,37878,21,38,12,mobile,1
8849,35,nan,80690,7,19,4,tablet,0
8850,55,nan,97838,20,4,13,desktop,0
8851,26,male,128484,20,12,3,desktop,0
8852,26,male,151279,2,25,20,tablet,0
8853,,male,21083,6,,4,desktop,0
8854,25,male,23311,17,17,8,desktop,0
8855,68,male,43135,26,58,5,desktop,1
8856,52,male,,27,6,2,mobile,0
8857,35,male,,2,12,8,tablet,1
8858,,male,126892,14,15,5,tablet,1
8859,31,male,82233,1,,16,mobile,1
8860,45,female,197284,14,1,15,desktop,0
8861,,male,109468,12,14,19,mobile,0
8862,21,female,71588,23,55,13,desktop,0
8863,56,female,51716,19,2,11,mobile,0
8864,37,nan,147558,9,4,,desktop,1
8865,42,male,98255,,52,18,mobile,1
8866,,female,172849,23,2,15,mobile,1
8867,29,female,147326,23,54,,desktop,0
8868,19,female,141921,23,26,8,desktop,0
8869,60,male,113481,7,46,4,tablet,0
8870,31,female,179860,,50,16,tablet,1
8871,39,male,155091,27,60,11,mobile,1
8872,48,female,95018,24,40,20,mobile,0
8873,40,female,,15,52,,tablet,0
8874,65,male,150241,1,33,4,tablet,1
8875,37,male,160967,8,48,14,desktop,0
8876,,female,114672,7,39,11,tablet,1
8877,21,female,,10,,4,mobile,1
8878,32,female,,,60,3,tablet,0
8879,41,male,119332,0,30,5,tablet,1
8880,42,male,102445,29,22,6,tablet,1
8881,18,female,87863,20,27,9,tablet,0
8882,24,female,,10,19,4,mobile,0
8883,,male,69987,17,10,7,tablet,1
8884,29,male,120787,25,55,13,tablet,1
8885,59,female,,20,6,10,mobile,0
8886,,male,186574,28,26,12,tablet,1
8887,61,female,117083,14,42,10,mobile,0
8888,67,male,51688,23,57,11,tablet,0
8889,59,female,128034,,51,11,tablet,1
8890,,female,128406,8,3,6,tablet,0
8891,29,nan,27304,0,52,6,desktop,0
8892,56,male,155121,6,,20,tablet,1
8893,35,female,34947,11,52,6,mobile,0
8894,19,female,29495,26,6,12,desktop,1
8895,,male,44707,23,,14,tablet,0
8896,32,female,64544,,50,18,mobile,0
8897,47,female,181778,18,10,19,tablet,0
8898,61,female,120770,28,38,10,mobile,0
8899,34,male,,15,60,10,tablet,1
8900,21,male,,5,13,7,mobile,0
8901,24,male,170161,10,38,10,mobile,0
8902,58,male,,18,12,14,desktop,1
8903,48,female,29993,24,46,5,desktop,0
8904,68,male,31465,28,49,11,mobile,1
8905,56,male,102071,,54,7,mobile,0
8906,51,male,52640,17,27,20,desktop,0
8907,23,nan,95997,24,60,,mobile,0
8908,67,female,32366,14,57,11,tablet,0
8909,55,female,49895,26,8,20,tablet,1
8910,62,male,21785,28,,3,mobile,1
8911,68,nan,26242,15,5,7,mobile,1
8912,51,female,44529,,36,4,desktop,0
8913,61,male,132616,7,38,19,desktop,0
8914,32,female,84399,7,43,18,mobile,0
8915,31,male,26356,1,30,11,tablet,1
8916,23,male,174301,5,60,14,desktop,1
8917,67,female,105380,12,,10,tablet,0
8918,54,male,38220,12,,14,tablet,0
8919,67,male,176723,20,,4,tablet,1
8920,49,male,117222,,14,12,tablet,0
8921,,male,108198,11,10,12,desktop,0
8922,20,male,54261,1,11,2,mobile,0
8923,39,nan,150792,20,35,,mobile,0
8924,39,female,123467,19,23,5,desktop,0
8925,27,male,62380,24,8,19,tablet,0
8926,68,male,99833,11,21,15,mobile,0
8927,20,male,124008,16,37,10,mobile,0
8928,29,male,108324,5,28,7,mobile,1
8929,46,nan,,,52,19,tablet,0
8930,65,female,124992,30,31,8,mobile,1
8931,34,male,47011,27,,15,desktop,0
8932,24,female,199675,5,53,4,mobile,0
8933,30,male,113593,20,28,13,mobile,1
8934,19,male,138339,27,42,5,desktop,1
8935,21,male,169519,3,27,,tablet,0
8936,,male,103940,20,40,16,mobile,0
8937,,female,106677,8,21,20,tablet,0
8938,41,female,133570,4,9,18,tablet,1
8939,34,male,84583,9,,15,tablet,1
8940,69,male,83056,14,60,1,mobile,0
8941,23,female,101468,,15,8,mobile,0
8942,36,female,142897,22,33,4,desktop,1
8943,22,male,32017,3,55,9,tablet,0
8944,,female,57880,25,,19,desktop,0
8945,27,male,,4,47,7,mobile,0
8946,26,female,126360,6,36,15,mobile,0
8947,44,female,78936,5,51,3,desktop,0
8948,30,female,67266,12,28,12,desktop,0
8949,36,female,119138,,10,,tablet,1
8950,38,male,80656,9,23,19,mobile,0
8951,41,male,74104,14,28,7,tablet,1
8952,55,female,96844,,34,11,tablet,1
8953,21,male,20969,17,5,19,mobile,1
8954,41,female,118896,13,18,8,mobile,0
8955,52,nan,20254,,55,13,tablet,0
8956,20,male,161378,10,6,9,desktop,0
8957,21,male,85516,,42,2,mobile,0
8958,,male,113077,28,47,18,tablet,0
8959,57,female,169295,16,,15,desktop,0
8960,65,male,87967,12,28,11,tablet,0
8961,52,male,70117,24,,15,mobile,0
8962,48,male,21737,1,13,18,desktop,0
8963,61,nan,102404,27,50,14,desktop,1
8964,42,female,183548,12,25,19,desktop,1
8965,57,female,175397,18,7,,mobile,0
8966,,female,163398,4,2,16,mobile,0
8967,21,female,32911,15,16,2,tablet,1
8968,63,nan,180152,9,58,2,tablet,0
8969,31,female,42635,11,2,17,mobile,0
8970,30,female,71179,,36,20,tablet,1
8971,44,male,156285,12,2,18,desktop,1
8972,23,female,83545,20,,10,mobile,0
8973,34,female,179012,15,38,,mobile,0
8974,,female,145918,21,10,3,tablet,0
8975,,female,68604,20,14,6,mobile,0
8976,66,male,94332,25,27,20,desktop,0
8977,52,female,69119,0,15,5,mobile,0
8978,34,female,102888,21,,8,desktop,0
8979,58,male,81604,8,12,18,mobile,0
8980,19,female,,15,51,16,mobile,0
8981,30,female,96502,18,43,,mobile,0
8982,69,female,132271,14,33,,tablet,0
8983,19,female,87345,17,57,11,tablet,1
8984,69,female,190386,21,40,6,desktop,0
8985,,female,60875,11,22,5,tablet,1
8986,60,female,91041,13,38,15,mobile,0
8987,43,male,90793,2,44,6,tablet,1
8988,39,male,24909,3,52,16,tablet,0
8989,,female,112881,5,,18,desktop,0
8990,60,male,34866,15,18,1,mobile,1
8991,20,female,193861,27,44,3,desktop,1
8992,52,male,110404,12,52,20,tablet,1
8993,29,female,85997,11,2,3,mobile,0
8994,41,male,48460,21,29,7,desktop,0
8995,22,female,68500,11,7,14,desktop,0
8996,37,male,32128,1,,,mobile,1
8997,56,male,25202,28,41,15,desktop,0
8998,56,female,121243,12,18,13,desktop,0
8999,30,female,199037,2,9,19,desktop,0
9000,58,male,,12,57,2,tablet,0
9001,70,male,99258,24,,7,desktop,0
9002,62,female,150388,1,33,13,tablet,0
9003,29,male,131302,18,5,4,desktop,0
9004,30,female,148623,8,48,6,desktop,0
9005,27,male,103583,19,14,18,desktop,0
9006,50,male,183616,30,,19,desktop,1
9007,57,nan,80064,,13,15,mobile,0
9008,33,female,117119,26,11,,tablet,0
9009,62,female,,12,20,20,mobile,0
9010,,male,102341,1,23,17,mobile,1
9011,20,nan,199971,14,45,16,mobile,0
9012,22,male,106891,18,27,,mobile,0
9013,43,female,53033,24,15,,desktop,0
9014,28,male,121154,30,30,8,desktop,0
9015,24,nan,21378,24,56,,mobile,0
9016,70,female,157575,15,58,4,mobile,0
9017,27,male,125461,10,59,7,tablet,1
9018,59,male,,14,,10,mobile,0
9019,69,female,139104,,45,15,desktop,0
9020,51,female,53617,13,40,16,tablet,1
9021,20,nan,155886,26,,,mobile,1
9022,25,female,146616,5,51,2,tablet,0
9023,48,female,43763,18,58,17,mobile,0
9024,28,female,161072,4,47,6,tablet,1
9025,62,female,154346,30,42,16,tablet,0
9026,,female,,10,23,2,desktop,1
9027,62,female,165299,3,36,,tablet,0
9028,19,male,168351,25,38,11,mobile,0
9029,23,nan,130249,25,8,,tablet,0
9030,58,female,193808,27,56,5,mobile,1
9031,49,male,,8,,2,mobile,1
9032,37,female,160723,8,29,18,desktop,0
9033,51,male,104463,16,12,6,tablet,0
9034,67,male,,7,18,1,desktop,0
9035,33,female,98996,14,,9,mobile,1
9036,42,male,90173,8,,15,tablet,0
9037,,female,60834,4,36,8,tablet,0
9038,24,female,154625,3,33,14,mobile,1
9039,56,male,185189,25,,4,desktop,0
9040,34,nan,121290,19,39,7,desktop,0
9041,62,male,148928,17,28,20,tablet,0
9042,28,female,54890,8,26,8,desktop,0
9043,23,nan,113740,20,43,10,tablet,0
9044,40,male,99428,26,21,18,desktop,0
9045,44,female,28689,2,23,18,mobile,0
9046,63,nan,48063,21,21,,mobile,0
9047,,male,77198,8,11,4,mobile,1
9048,55,male,21363,8,42,13,tablet,1
9049,19,male,,27,,6,tablet,0
9050,39,male,153823,28,39,13,mobile,0
9051,,nan,143763,20,16,16,mobile,1
9052,,male,27782,23,33,20,desktop,0
9053,32,male,103184,3,27,10,mobile,1
9054,66,male,163612,20,1,9,mobile,0
9055,46,male,65991,6,44,7,mobile,0
9056,25,male,90875,6,16,17,tablet,0
9057,54,female,178681,28,5,,tablet,0
9058,66,female,76655,,46,7,mobile,0
9059,69,male,83177,7,18,,desktop,0
9060,50,female,78396,26,41,19,desktop,1
9061,39,nan,36877,20,34,1,mobile,1
9062,67,female,147934,30,44,2,tablet,1
9063,64,female,38405,0,25,5,mobile,0
9064,22,female,136435,26,42,18,desktop,0
9065,,female,,8,34,6,tablet,1
9066,35,male,66233,24,15,6,tablet,0
9067,55,male,41471,30,4,16,tablet,0
9068,70,female,23302,22,51,16,mobile,0
9069,54,female,133466,11,54,3,mobile,0
9070,47,male,100048,5,4,3,mobile,0
9071,68,female,117972,12,25,4,desktop,0
9072,48,female,,28,,6,tablet,0
9073,27,nan,156094,4,,3,tablet,1
9074,32,female,,20,42,9,desktop,0
9075,59,female,148185,30,46,3,desktop,1
9076,65,male,143811,18,25,6,tablet,0
9077,,male,141097,25,3,20,tablet,0
9078,35,female,,,,9,desktop,0
9079,40,male,123558,21,52,15,mobile,0
9080,,female,110868,23,48,9,mobile,0
9081,33,female,81895,29,9,5,mobile,0
9082,,female,89890,17,14,16,desktop,0
9083,,female,117383,7,22,3,tablet,1
9084,51,female,55284,23,48,9,desktop,0
9085,45,female,199712,25,9,17,mobile,0
9086,19,female,95692,7,24,3,mobile,0
9087,47,nan,,25,23,7,mobile,0
9088,30,female,109294,14,37,7,desktop,0
9089,58,male,189048,18,45,6,desktop,1
9090,33,female,164797,9,,,mobile,0
9091,,nan,194115,23,57,8,mobile,1
9092,45,male,114852,15,36,4,tablet,0
9093,70,female,97080,10,14,15,desktop,0
9094,56,male,101863,30,,6,tablet,1
9095,62,female,197881,11,56,16,mobile,0
9096,,nan,36705,,20,5,mobile,1
9097,41,female,83131,15,39,12,mobile,0
9098,44,female,,27,,14,tablet,0
9099,47,male,82456,29,27,6,desktop,0
9100,62,male,96859,19,17,3,desktop,1
9101,44,nan,174161,2,26,19,tablet,1
9102,43,male,87238,26,41,10,desktop,1
9103,24,male,95940,,4,,tablet,0
9104,59,nan,119134,7,3,13,tablet,0
9105,,female,93916,9,19,1,desktop,0
9106,70,male,81396,28,41,1,desktop,0
9107,55,male,23877,12,40,17,tablet,0
9108,22,male,128407,17,58,4,desktop,0
9109,,female,,12,39,,desktop,0
9110,45,male,51818,12,7,6,tablet,1
9111,,male,68555,14,36,14,mobile,1
9112,70,female,62368,12,19,15,tablet,1
9113,32,male,199252,29,12,1,desktop,0
9114,49,nan,143054,15,20,20,mobile,0
9115,43,nan,109666,7,38,16,desktop,0
9116,65,female,118777,26,12,4,tablet,0
9117,48,female,129928,26,29,2,tablet,1
9118,36,female,69421,,,1,tablet,1
9119,26,female,46620,9,20,13,mobile,1
9120,46,male,141238,,4,16,desktop,0
9121,68,female,80539,13,2,8,mobile,0
9122,56,nan,37077,,47,4,tablet,0
9123,21,male,163735,20,30,2,desktop,1
9124,20,female,103335,23,23,13,tablet,0
9125,,male,67285,,,5,desktop,0
9126,69,male,168691,26,18,,mobile,0
9127,28,male,89503,6,53,13,mobile,0
9128,50,female,144851,,22,5,mobile,1
9129,,nan,77477,21,37,16,mobile,0
9130,28,male,47488,0,4,6,desktop,0
9131,44,female,98747,20,43,,desktop,1
9132,50,male,41169,13,11,,mobile,0
9133,38,nan,50373,23,41,11,mobile,1
9134,56,male,52669,5,35,1,desktop,1
9135,48,female,75277,11,,4,tablet,0
9136,55,male,75120,,,3,mobile,0
9137,63,male,86376,30,9,18,desktop,1
9138,19,female,74235,30,31,16,mobile,0
9139,44,female,185301,4,56,,desktop,0
9140,53,female,106854,28,57,13,mobile,1
9141,,male,35405,10,42,7,mobile,0
9142,64,female,133307,27,32,,tablet,0
9143,35,female,121776,4,43,,tablet,1
9144,18,female,166919,11,,5,tablet,1
9145,52,nan,43547,2,49,17,tablet,0
9146,,female,26575,23,11,11,mobile,1
9147,48,female,115659,30,17,13,mobile,0
9148,45,female,155915,8,51,10,tablet,0
9149,56,female,158811,5,36,15,tablet,0
9150,18,female,34852,21,2,,mobile,0
9151,42,male,71661,1,,11,desktop,0
9152,60,male,160229,,46,11,tablet,0
9153,55,female,107942,1,15,1,desktop,0
9154,37,female,136726,21,,,mobile,1
9155,,female,130736,11,,17,desktop,0
9156,68,male,92968,7,29,,tablet,1
9157,19,male,38837,1,52,13,tablet,0
9158,35,male,,8,,5,tablet,1
9159,61,nan,137704,28,58,6,tablet,0
9160,27,female,96730,15,45,20,tablet,0
9161,22,female,165891,27,54,14,mobile,0
9162,26,female,27404,29,13,,desktop,0
9163,19,female,34674,24,50,16,mobile,1
9164,51,male,105923,14,,9,mobile,0
9165,55,female,,13,52,19,mobile,0
9166,48,male,174642,19,,2,desktop,0
9167,27,male,125319,3,31,4,desktop,0
9168,67,female,48037,3,7,20,mobile,0
9169,29,nan,133565,10,55,9,desktop,1
9170,53,nan,126086,20,48,4,mobile,0
9171,38,female,57982,23,,5,mobile,0
9172,66,male,143309,17,54,6,tablet,0
9173,64,male,125242,26,26,20,desktop,0
9174,23,female,25156,4,31,,tablet,0
9175,,male,58280,29,38,,mobile,1
9176,66,male,95324,1,38,18,mobile,0
9177,20,nan,80706,14,4,3,mobile,0
9178,,nan,161043,10,35,20,tablet,0
9179,22,female,63408,26,33,5,tablet,1
9180,,male,157559,23,3,13,mobile,0
9181,,male,40997,16,19,10,tablet,1
9182,38,female,66456,15,9,3,mobile,0
9183,62,female,150865,14,46,11,mobile,0
9184,43,male,97988,22,19,1,tablet,0
9185,55,female,100908,2,56,15,desktop,0
9186,61,male,195839,19,56,4,mobile,0
9187,43,nan,97952,29,19,15,mobile,0
9188,25,male,104784,14,58,7,tablet,0
9189,22,male,179266,23,26,15,tablet,0
9190,32,male,184857,18,60,4,tablet,0
9191,33,male,78676,27,13,,mobile,0
9192,18,male,28373,,22,14,desktop,0
9193,33,female,181355,,48,6,desktop,0
9194,54,female,,15,60,,desktop,1
9195,20,male,46414,22,8,9,mobile,0
9196,69,male,165450,11,24,12,tablet,0
9197,64,female,137139,16,26,18,desktop,1
9198,,female,103872,15,48,3,desktop,0
9199,,female,,8,58,19,desktop,1
9200,33,female,164973,28,41,3,mobile,0
9201,60,female,110374,5,,14,tablet,0
